"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"580",2017-12-12,"DL",2496,14730,10397,34,2018-11-12 14:14:00,2018-11-12 14:08:00,2018-11-12 15:45:00,2018-11-12 15:27:00,0,NA,321,"Tuesday",-360,-1080
"581",2017-11-21,"DL",1523,10721,11433,43,2018-11-12 17:10:00,2018-11-12 17:08:00,2018-11-12 19:25:00,2018-11-12 19:27:00,0,NA,632,"Tuesday",-120,120
"582",2017-11-27,"WN",6852,12191,11292,82,2018-11-12 22:50:00,2018-11-12 22:48:00,2018-11-12 00:20:00,2018-11-12 23:59:00,0,NA,883,"Monday",-120,85140
"583",2017-11-04,"WN",1147,11292,11697,33,2018-11-12 18:30:00,2018-11-12 18:31:00,2018-11-12 00:15:00,2018-11-12 23:51:00,0,NA,1703,"Saturday",60,84960
"584",2017-12-08,"WN",358,11481,12191,74,2018-11-12 09:25:00,2018-11-12 09:24:00,2018-11-12 11:20:00,2018-11-12 11:18:00,0,NA,571,"Friday",-60,-120
"585",2017-12-29,"WN",677,13232,10599,51,2018-11-12 18:50:00,2018-11-12 20:29:00,2018-11-12 20:30:00,2018-11-12 22:08:00,0,NA,570,"Friday",5940,5880
"586",2017-12-05,"OO",5004,11471,13930,41,2018-11-12 05:25:00,2018-11-12 05:26:00,2018-11-12 06:48:00,2018-11-12 08:04:00,0,NA,269,"Tuesday",60,4560
"587",2017-12-11,"AA",2634,13930,14635,33,2018-11-12 08:50:00,2018-11-12 08:47:00,2018-11-12 12:40:00,2018-11-12 12:21:00,0,NA,1120,"Monday",-180,-1140
"588",2017-12-05,"EV",3886,11618,14576,22,2018-11-12 17:23:00,2018-11-12 17:21:00,2018-11-12 18:48:00,2018-11-12 18:28:00,0,NA,246,"Tuesday",-120,-1200
"589",2017-10-22,"NK",867,11298,12892,91,2018-11-12 06:00:00,2018-11-12 05:53:00,2018-11-12 07:20:00,2018-11-12 06:58:00,0,NA,1235,"Sunday",-420,-1320
"590",2017-10-31,"UA",1975,11292,12266,74,2018-11-12 11:35:00,2018-11-12 11:33:00,2018-11-12 14:55:00,2018-11-12 14:58:00,0,NA,862,"Tuesday",-120,180
"591",2017-10-21,"WN",3549,12339,14107,81,2018-11-12 18:15:00,2018-11-12 18:13:00,2018-11-12 19:05:00,2018-11-12 18:57:00,0,NA,1488,"Saturday",-120,-480
"592",2017-11-06,"DL",2073,10868,10397,34,2018-11-12 16:35:00,2018-11-12 16:50:00,2018-11-12 17:49:00,2018-11-12 17:57:00,0,NA,192,"Monday",900,480
"593",2017-10-28,"AA",2028,14100,14843,3,2018-11-12 08:20:00,2018-11-12 08:20:00,2018-11-12 12:09:00,2018-11-12 11:47:00,0,NA,1576,"Saturday",0,-1320
"594",2017-12-29,"UA",2164,10257,13930,41,2018-11-12 10:04:00,2018-11-12 10:29:00,2018-11-12 11:35:00,2018-11-12 11:40:00,0,NA,723,"Friday",1500,300
"595",2017-12-06,"OO",3428,14831,12892,91,2018-11-12 06:25:00,2018-11-12 06:23:00,2018-11-12 08:00:00,2018-11-12 07:39:00,0,NA,308,"Wednesday",-120,-1260
"596",2017-10-28,"UA",1794,11618,12889,85,2018-11-12 11:37:00,2018-11-12 11:31:00,2018-11-12 14:10:00,2018-11-12 13:26:00,0,NA,2227,"Saturday",-360,-2640
"597",2017-10-26,"AS",339,13204,14679,91,2018-11-12 19:05:00,2018-11-12 18:56:00,2018-11-12 21:11:00,2018-11-12 21:04:00,0,NA,2149,"Thursday",-540,-420
"598",2017-11-13,"WN",453,10821,13342,45,2018-11-12 15:00:00,2018-11-12 15:05:00,2018-11-12 16:05:00,2018-11-12 15:58:00,0,NA,641,"Monday",300,-420
"599",2017-12-07,"WN",5539,14057,14893,91,2018-11-12 21:45:00,2018-11-12 21:37:00,2018-11-12 23:15:00,2018-11-12 22:54:00,0,NA,479,"Thursday",-480,-1260
"600",2017-11-01,"AA",853,13930,14107,81,2018-11-12 15:24:00,2018-11-12 15:49:00,2018-11-12 17:04:00,2018-11-12 17:20:00,0,NA,1440,"Wednesday",1500,960
"601",2017-11-24,"F9",1124,11109,12889,85,2018-11-12 20:59:00,2018-11-12 20:55:00,2018-11-12 22:06:00,2018-11-12 21:47:00,0,NA,604,"Friday",-240,-1140
"602",2017-10-05,"WN",6489,13198,11292,82,2018-11-12 06:10:00,2018-11-12 06:09:00,2018-11-12 07:00:00,2018-11-12 06:52:00,0,NA,533,"Thursday",-60,-480
"603",2017-12-26,"DL",1665,12892,14747,93,2018-11-12 13:01:00,2018-11-12 15:10:00,2018-11-12 16:09:00,2018-11-12 17:42:00,0,NA,954,"Tuesday",7740,5580
"604",2017-10-24,"EV",5388,12953,11057,36,2018-11-12 09:00:00,2018-11-12 10:58:00,2018-11-12 11:18:00,2018-11-12 14:47:00,0,NA,544,"Tuesday",7080,12540
"605",2017-11-05,"AA",2604,13303,12266,74,2018-11-12 21:35:00,2018-11-12 21:31:00,2018-11-12 23:36:00,2018-11-12 23:18:00,0,NA,964,"Sunday",-240,-1080
"606",2017-11-11,"NK",163,10397,10721,13,2018-11-12 10:42:00,2018-11-12 10:36:00,2018-11-12 13:11:00,2018-11-12 12:45:00,0,NA,946,"Saturday",-360,-1560
"607",2017-10-05,"OO",7373,14869,11122,88,2018-11-12 15:10:00,2018-11-12 15:06:00,2018-11-12 16:31:00,2018-11-12 16:11:00,0,NA,320,"Thursday",-240,-1200
"608",2017-11-30,"AA",2643,14057,11298,74,2018-11-12 06:00:00,2018-11-12 05:58:00,2018-11-12 11:46:00,2018-11-12 11:29:00,0,NA,1616,"Thursday",-120,-1020
"609",2017-12-06,"OO",5230,13930,15370,73,2018-11-12 15:40:00,2018-11-12 15:38:00,2018-11-12 17:50:00,2018-11-12 17:41:00,0,NA,585,"Wednesday",-120,-540
"610",2017-10-15,"WN",4241,12191,13796,91,2018-11-12 10:50:00,2018-11-12 11:01:00,2018-11-12 13:00:00,2018-11-12 12:46:00,0,NA,1642,"Sunday",660,-840
"611",2017-11-10,"UA",1522,13930,14100,23,2018-11-12 16:14:00,2018-11-12 18:47:00,2018-11-12 19:19:00,2018-11-12 21:24:00,0,NA,678,"Friday",9180,7500
"612",2017-11-21,"OO",4335,12889,14679,91,2018-11-12 10:00:00,2018-11-12 09:53:00,2018-11-12 11:07:00,2018-11-12 10:51:00,0,NA,258,"Tuesday",-420,-960
"613",2017-10-08,"UA",792,11292,11003,61,2018-11-12 13:05:00,2018-11-12 13:36:00,2018-11-12 16:01:00,2018-11-12 16:14:00,0,NA,692,"Sunday",1860,780
"614",2017-11-24,"WN",1196,12278,15016,64,2018-11-12 17:35:00,2018-11-12 17:26:00,2018-11-12 18:45:00,2018-11-12 18:30:00,0,NA,392,"Friday",-540,-900
"615",2017-10-26,"WN",4903,14831,14107,81,2018-11-12 13:10:00,2018-11-12 13:29:00,2018-11-12 15:00:00,2018-11-12 15:11:00,0,NA,621,"Thursday",1140,660
"616",2017-12-16,"NK",949,12892,13796,91,2018-11-12 07:00:00,2018-11-12 06:53:00,2018-11-12 08:17:00,2018-11-12 08:15:00,0,NA,337,"Saturday",-420,-120
"617",2017-10-26,"OO",2966,13930,14633,63,2018-11-12 13:15:00,2018-11-12 13:20:00,2018-11-12 14:28:00,2018-11-12 14:38:00,0,NA,268,"Thursday",300,600
"618",2017-11-04,"OO",5880,13930,10408,45,2018-11-12 21:15:00,2018-11-12 21:52:00,2018-11-12 22:19:00,2018-11-12 22:48:00,0,NA,160,"Saturday",2220,1740
"619",2017-10-24,"EV",5380,12953,11995,36,2018-11-12 13:30:00,2018-11-12 17:23:00,2018-11-12 15:21:00,2018-11-12 18:59:00,0,NA,461,"Tuesday",13980,13080
"620",2017-11-03,"WN",1837,11066,13232,41,2018-11-12 07:05:00,2018-11-12 07:00:00,2018-11-12 07:15:00,2018-11-12 07:04:00,0,NA,283,"Friday",-300,-660
"621",2017-10-20,"OO",3002,11109,13930,41,2018-11-12 07:20:00,2018-11-12 07:13:00,2018-11-12 10:54:00,2018-11-12 10:44:00,0,NA,911,"Friday",-420,-600
"622",2017-12-11,"UA",1583,11618,12889,85,2018-11-12 18:25:00,2018-11-12 18:49:00,2018-11-12 21:11:00,2018-11-12 20:58:00,0,NA,2227,"Monday",1440,-780
"623",2017-10-16,"DL",2100,10397,10721,13,2018-11-12 19:36:00,2018-11-12 19:36:00,2018-11-12 22:10:00,2018-11-12 21:43:00,0,NA,946,"Monday",0,-1620
"624",2017-10-14,"DL",2193,13487,14747,93,2018-11-12 06:50:00,2018-11-12 06:47:00,2018-11-12 08:36:00,2018-11-12 08:30:00,0,NA,1399,"Saturday",-180,-360
"625",2017-12-31,"VX",1002,11278,14771,91,2018-11-12 17:10:00,2018-11-12 16:58:00,2018-11-12 20:28:00,2018-11-12 20:11:00,0,NA,2442,"Sunday",-720,-1020
"626",2017-11-27,"AA",243,14908,11298,74,2018-11-12 08:00:00,2018-11-12 07:57:00,2018-11-12 12:59:00,2018-11-12 12:43:00,0,NA,1205,"Monday",-180,-960
"627",2017-11-22,"UA",1932,11618,14747,93,2018-11-12 13:30:00,2018-11-12 13:26:00,2018-11-12 16:48:00,2018-11-12 16:42:00,0,NA,2402,"Wednesday",-240,-360
"628",2017-12-30,"OO",5428,13930,10693,54,2018-11-12 19:28:00,2018-11-12 20:20:00,2018-11-12 20:58:00,2018-11-12 21:35:00,0,NA,409,"Saturday",3120,2220
"629",2017-11-25,"AA",1719,11057,11697,33,2018-11-12 13:19:00,2018-11-12 13:13:00,2018-11-12 15:18:00,2018-11-12 14:55:00,0,NA,631,"Saturday",-360,-1380
"630",2017-12-16,"OO",5819,13930,14262,91,2018-11-12 08:55:00,2018-11-12 08:57:00,2018-11-12 11:37:00,2018-11-12 11:11:00,0,NA,1651,"Saturday",120,-1560
"631",2017-10-04,"B6",49,10721,14685,34,2018-11-12 13:22:00,2018-11-12 13:20:00,2018-11-12 15:55:00,2018-11-12 15:42:00,0,NA,901,"Wednesday",-120,-780
"632",2017-11-02,"B6",106,11697,11618,21,2018-11-12 16:36:00,2018-11-12 16:25:00,2018-11-12 19:38:00,2018-11-12 19:15:00,0,NA,1065,"Thursday",-660,-1380
"633",2017-10-06,"NK",569,11433,10397,34,2018-11-12 19:10:00,2018-11-12 19:08:00,2018-11-12 21:13:00,2018-11-12 21:34:00,0,NA,594,"Friday",-120,1260
"634",2017-10-09,"WN",3341,15016,13487,63,2018-11-12 21:45:00,2018-11-12 22:00:00,2018-11-12 23:15:00,2018-11-12 23:14:00,0,NA,448,"Monday",900,-60
"635",2017-11-09,"OO",7428,14113,14869,87,2018-11-12 06:55:00,2018-11-12 06:43:00,2018-11-12 07:55:00,2018-11-12 07:26:00,0,NA,150,"Thursday",-720,-1740
"636",2017-11-06,"AA",662,11057,14771,91,2018-11-12 07:30:00,2018-11-12 07:25:00,2018-11-12 10:15:00,2018-11-12 10:44:00,0,NA,2296,"Monday",-300,1740
"637",2017-12-05,"AA",1717,11057,11697,33,2018-11-12 18:10:00,2018-11-12 18:14:00,2018-11-12 20:10:00,2018-11-12 20:44:00,0,NA,632,"Tuesday",240,2040
"638",2017-12-26,"AA",1278,11298,14908,91,2018-11-12 18:45:00,2018-11-12 19:16:00,2018-11-12 20:09:00,2018-11-12 20:38:00,0,NA,1205,"Tuesday",1860,1740
"639",2017-11-24,"AS",860,12173,14747,93,2018-11-12 23:35:00,2018-11-12 23:46:00,2018-11-12 07:28:00,2018-11-12 07:01:00,0,NA,2677,"Friday",660,-1620
"640",2017-11-20,"UA",1083,12266,14679,91,2018-11-12 11:55:00,2018-11-12 11:53:00,2018-11-12 13:23:00,2018-11-12 13:13:00,0,NA,1303,"Monday",-120,-600
"641",2017-11-29,"DL",439,12478,10721,13,2018-11-12 19:29:00,2018-11-12 19:24:00,2018-11-12 21:05:00,2018-11-12 20:43:00,0,NA,187,"Wednesday",-300,-1320
"642",2017-11-14,"HA",324,12982,12173,2,2018-11-12 23:07:00,2018-11-12 22:54:00,2018-11-12 23:40:00,2018-11-12 23:32:00,0,NA,102,"Tuesday",-780,-480
"643",2017-11-07,"OO",4458,11433,12945,52,2018-11-12 13:46:00,2018-11-12 14:02:00,2018-11-12 15:05:00,2018-11-12 15:26:00,0,NA,296,"Tuesday",960,1260
"644",2017-12-23,"OO",5462,14771,14570,85,2018-11-12 16:15:00,2018-11-12 16:32:00,2018-11-12 17:21:00,2018-11-12 17:36:00,0,NA,192,"Saturday",1020,900
"645",2017-11-10,"EV",4459,10785,11618,21,2018-11-12 17:45:00,2018-11-12 23:11:00,2018-11-12 19:19:00,2018-11-12 00:34:00,0,NA,266,"Friday",19560,-67500
"646",2017-11-14,"AS",647,14107,14747,93,2018-11-12 10:47:00,2018-11-12 10:41:00,2018-11-12 12:57:00,2018-11-12 12:45:00,0,NA,1107,"Tuesday",-360,-720
"647",2017-10-03,"DL",1683,13487,11066,44,2018-11-12 13:10:00,2018-11-12 13:07:00,2018-11-12 16:01:00,2018-11-12 16:01:00,0,NA,626,"Tuesday",-180,0
"648",2017-11-23,"UA",389,10721,12264,38,2018-11-12 05:50:00,2018-11-12 05:44:00,2018-11-12 07:31:00,2018-11-12 07:14:00,0,NA,413,"Thursday",-360,-1020
"649",2017-10-16,"AA",2426,11298,15370,73,2018-11-12 18:35:00,2018-11-12 18:36:00,2018-11-12 19:44:00,2018-11-12 19:59:00,0,NA,237,"Monday",60,900
"650",2017-12-05,"AA",288,13930,12953,22,2018-11-12 20:30:00,2018-11-12 20:26:00,2018-11-12 23:34:00,2018-11-12 23:29:00,0,NA,733,"Tuesday",-240,-300
"651",2017-12-27,"DL",1064,10397,10599,51,2018-11-12 23:36:00,2018-11-12 23:57:00,2018-11-12 23:30:00,2018-11-12 23:39:00,0,NA,134,"Wednesday",1260,540
"652",2017-11-04,"AS",123,14747,11630,1,2018-11-12 13:50:00,2018-11-12 13:55:00,2018-11-12 16:36:00,2018-11-12 16:59:00,0,NA,1533,"Saturday",300,1380
"653",2017-11-14,"UA",2381,13930,14679,91,2018-11-12 12:15:00,2018-11-12 12:22:00,2018-11-12 14:44:00,2018-11-12 14:49:00,0,NA,1723,"Tuesday",420,300
"654",2017-10-06,"NK",614,13487,13930,41,2018-11-12 18:31:00,2018-11-12 18:51:00,2018-11-12 20:10:00,2018-11-12 20:41:00,0,NA,334,"Friday",1200,1860
"655",2017-10-01,"AS",412,14747,12892,91,2018-11-12 20:00:00,2018-11-12 20:06:00,2018-11-12 22:42:00,2018-11-12 23:06:00,0,NA,954,"Sunday",360,1440
"656",2017-10-26,"AS",488,14747,14679,91,2018-11-12 21:15:00,2018-11-12 21:11:00,2018-11-12 23:51:00,2018-11-12 23:48:00,0,NA,1050,"Thursday",-240,-180
"657",2017-11-12,"OO",4812,12278,13487,63,2018-11-12 16:45:00,2018-11-12 16:36:00,2018-11-12 18:44:00,2018-11-12 18:24:00,0,NA,545,"Sunday",-540,-1200
"658",2017-11-14,"DL",2512,12889,11433,43,2018-11-12 09:48:00,2018-11-12 09:43:00,2018-11-12 16:50:00,2018-11-12 16:15:00,0,NA,1749,"Tuesday",-300,-2100
"659",2017-12-08,"WN",5566,13232,14908,91,2018-11-12 08:30:00,2018-11-12 08:28:00,2018-11-12 11:10:00,2018-11-12 10:16:00,0,NA,1731,"Friday",-120,-3240
"660",2017-10-02,"AA",1637,11057,12892,91,2018-11-12 17:50:00,2018-11-12 17:59:00,2018-11-12 20:04:00,2018-11-12 19:49:00,0,NA,2125,"Monday",540,-900
"661",2017-11-30,"OO",5025,12892,14698,91,2018-11-12 11:15:00,2018-11-12 11:02:00,2018-11-12 12:19:00,2018-11-12 11:55:00,0,NA,156,"Thursday",-780,-1440
"662",2017-12-06,"OO",2974,11921,14107,81,2018-11-12 12:05:00,2018-11-12 11:57:00,2018-11-12 13:49:00,2018-11-12 13:44:00,0,NA,438,"Wednesday",-480,-300
"663",2017-12-23,"AA",14,13830,12892,91,2018-11-12 22:46:00,2018-11-12 22:38:00,2018-11-12 06:04:00,2018-11-12 05:38:00,0,NA,2486,"Saturday",-480,-1560
"664",2017-11-14,"DL",1450,12889,13487,63,2018-11-12 00:45:00,2018-11-12 00:41:00,2018-11-12 05:53:00,2018-11-12 05:21:00,0,NA,1299,"Tuesday",-240,-1920
"665",2017-11-03,"DL",1688,13487,15016,64,2018-11-12 12:45:00,2018-11-12 12:48:00,2018-11-12 14:14:00,2018-11-12 14:12:00,0,NA,448,"Friday",180,-120
"666",2017-12-16,"OO",4511,13487,10693,54,2018-11-12 10:10:00,2018-11-12 10:06:00,2018-11-12 12:29:00,2018-11-12 12:23:00,0,NA,695,"Saturday",-240,-360
"667",2017-11-05,"OO",5011,13930,11823,42,2018-11-12 13:54:00,2018-11-12 14:28:00,2018-11-12 16:00:00,2018-11-12 16:38:00,0,NA,157,"Sunday",2040,2280
"668",2017-10-16,"WN",1352,10792,10821,35,2018-11-12 09:35:00,2018-11-12 09:30:00,2018-11-12 10:45:00,2018-11-12 10:41:00,0,NA,281,"Monday",-300,-240
"669",2017-10-18,"UA",481,11292,12892,91,2018-11-12 15:16:00,2018-11-12 15:13:00,2018-11-12 16:48:00,2018-11-12 16:35:00,0,NA,862,"Wednesday",-180,-780
"670",2017-11-28,"UA",2122,11292,14831,91,2018-11-12 19:13:00,2018-11-12 19:18:00,2018-11-12 20:54:00,2018-11-12 20:53:00,0,NA,948,"Tuesday",300,-60
"671",2017-11-19,"WN",4490,14576,10821,35,2018-11-12 18:00:00,2018-11-12 18:15:00,2018-11-12 19:15:00,2018-11-12 19:31:00,0,NA,277,"Sunday",900,960
"672",2017-12-25,"WN",1539,13204,12191,74,2018-11-12 07:50:00,2018-11-12 08:18:00,2018-11-12 09:25:00,2018-11-12 09:34:00,0,NA,849,"Monday",1680,540
"673",2017-10-07,"AA",1909,11057,13495,72,2018-11-12 07:40:00,2018-11-12 07:36:00,2018-11-12 08:32:00,2018-11-12 08:18:00,0,NA,651,"Saturday",-240,-840
"674",2017-11-10,"WN",253,10397,12889,85,2018-11-12 17:00:00,2018-11-12 16:59:00,2018-11-12 18:40:00,2018-11-12 18:12:00,0,NA,1747,"Friday",-60,-1680
"675",2017-12-13,"UA",386,11292,10721,13,2018-11-12 17:45:00,2018-11-12 17:44:00,2018-11-12 23:36:00,2018-11-12 23:23:00,0,NA,1754,"Wednesday",-60,-780
"676",2017-12-30,"UA",2393,14747,12266,74,2018-11-12 00:26:00,2018-11-12 00:21:00,2018-11-12 06:43:00,2018-11-12 06:17:00,0,NA,1874,"Saturday",-300,-1560
"677",2017-10-24,"WN",1046,10397,12191,74,2018-11-12 06:30:00,2018-11-12 06:27:00,2018-11-12 07:40:00,2018-11-12 07:45:00,0,NA,696,"Tuesday",-180,300
"678",2017-11-03,"WN",6711,13495,13232,41,2018-11-12 10:15:00,2018-11-12 10:17:00,2018-11-12 12:35:00,2018-11-12 12:28:00,0,NA,825,"Friday",120,-420
"679",2017-11-19,"OO",4986,11618,13487,63,2018-11-12 17:25:00,2018-11-12 19:33:00,2018-11-12 19:39:00,2018-11-12 21:29:00,0,NA,1008,"Sunday",7680,6600
"680",2017-10-22,"NK",381,10821,13487,63,2018-11-12 11:58:00,2018-11-12 11:56:00,2018-11-12 13:39:00,2018-11-12 13:10:00,0,NA,936,"Sunday",-120,-1740
"681",2017-10-11,"EV",5281,12953,10693,54,2018-11-12 13:59:00,2018-11-12 14:00:00,2018-11-12 15:34:00,2018-11-12 15:29:00,0,NA,764,"Wednesday",60,-300
"682",2017-10-01,"OO",4880,13487,11618,21,2018-11-12 15:05:00,2018-11-12 15:53:00,2018-11-12 18:56:00,2018-11-12 19:47:00,0,NA,1008,"Sunday",2880,3060
"683",2017-10-25,"DL",1939,10397,14122,23,2018-11-12 13:08:00,2018-11-12 13:04:00,2018-11-12 14:47:00,2018-11-12 14:34:00,0,NA,526,"Wednesday",-240,-780
"684",2017-10-24,"B6",927,11618,13204,33,2018-11-12 12:05:00,NA,2018-11-12 14:49:00,NA,1,"C",937,"Tuesday",NA,NA
"685",2017-10-19,"DL",2251,10397,11057,36,2018-11-12 10:06:00,2018-11-12 10:11:00,2018-11-12 11:17:00,2018-11-12 11:05:00,0,NA,226,"Thursday",300,-720
"686",2017-11-18,"VX",1069,12264,14771,91,2018-11-12 06:50:00,2018-11-12 06:43:00,2018-11-12 09:56:00,2018-11-12 09:41:00,0,NA,2419,"Saturday",-420,-900
"687",2017-10-16,"DL",1454,10397,11986,43,2018-11-12 21:46:00,2018-11-12 22:19:00,2018-11-12 23:44:00,2018-11-12 00:08:00,0,NA,640,"Monday",1980,-84960
"688",2017-11-05,"UA",422,14570,11292,82,2018-11-12 05:30:00,2018-11-12 05:29:00,2018-11-12 08:41:00,2018-11-12 08:26:00,0,NA,804,"Sunday",-60,-900
"689",2017-10-29,"B6",1836,11433,10721,13,2018-11-12 06:00:00,2018-11-12 05:53:00,2018-11-12 07:46:00,2018-11-12 07:36:00,0,NA,632,"Sunday",-420,-600
"690",2017-10-10,"AA",1751,11057,15304,33,2018-11-12 20:29:00,2018-11-12 20:23:00,2018-11-12 22:08:00,2018-11-12 21:52:00,0,NA,507,"Tuesday",-360,-960
"691",2017-12-21,"WN",6848,10140,13796,91,2018-11-12 17:45:00,2018-11-12 17:46:00,2018-11-12 19:20:00,2018-11-12 19:13:00,0,NA,889,"Thursday",60,-420
"692",2017-10-26,"AS",62,14828,12819,1,2018-11-12 12:00:00,2018-11-12 11:53:00,2018-11-12 12:47:00,2018-11-12 12:44:00,0,NA,183,"Thursday",-420,-180
"693",2017-10-07,"WN",4818,13232,14122,23,2018-11-12 10:10:00,2018-11-12 10:05:00,2018-11-12 12:25:00,2018-11-12 12:12:00,0,NA,402,"Saturday",-300,-780
"694",2017-10-03,"OO",3029,13930,11433,43,2018-11-12 21:35:00,2018-11-12 21:25:00,2018-11-12 23:59:00,2018-11-12 23:44:00,0,NA,235,"Tuesday",-600,-900
"695",2017-10-10,"NK",316,11433,12953,22,2018-11-12 06:00:00,2018-11-12 05:53:00,2018-11-12 07:41:00,2018-11-12 07:25:00,0,NA,502,"Tuesday",-420,-960
"696",2017-10-15,"DL",2256,10397,13198,64,2018-11-12 14:55:00,2018-11-12 14:56:00,2018-11-12 16:04:00,2018-11-12 16:05:00,0,NA,692,"Sunday",60,60
"697",2017-12-17,"UA",1160,13930,14908,91,2018-11-12 15:55:00,2018-11-12 15:54:00,2018-11-12 18:27:00,2018-11-12 17:59:00,0,NA,1726,"Sunday",-60,-1680
"698",2017-11-10,"HA",226,12173,13830,2,2018-11-12 12:49:00,2018-11-12 12:51:00,2018-11-12 13:32:00,2018-11-12 13:40:00,0,NA,101,"Friday",120,480
"699",2017-10-22,"OO",7401,11433,10577,22,2018-11-12 22:10:00,2018-11-12 22:07:00,2018-11-12 23:31:00,2018-11-12 23:48:00,0,NA,378,"Sunday",-180,1020
"700",2017-11-18,"AS",634,14747,12889,85,2018-11-12 09:10:00,2018-11-12 09:06:00,2018-11-12 11:41:00,2018-11-12 11:31:00,0,NA,867,"Saturday",-240,-600
"701",2017-10-12,"OO",5482,14771,13487,63,2018-11-12 18:44:00,NA,2018-11-12 00:40:00,NA,1,"B",1589,"Thursday",NA,NA
"702",2017-10-02,"B6",2101,10792,12478,22,2018-11-12 08:00:00,2018-11-12 07:51:00,2018-11-12 09:20:00,2018-11-12 09:06:00,0,NA,301,"Monday",-540,-840
"703",2017-11-01,"DL",2187,10397,12889,85,2018-11-12 16:32:00,2018-11-12 16:31:00,2018-11-12 17:58:00,2018-11-12 17:33:00,0,NA,1747,"Wednesday",-60,-1500
"704",2017-10-11,"OO",3522,14747,14057,92,2018-11-12 07:54:00,2018-11-12 08:14:00,2018-11-12 09:00:00,2018-11-12 09:13:00,0,NA,129,"Wednesday",1200,780
"705",2017-12-07,"AA",330,13303,11057,36,2018-11-12 19:25:00,2018-11-12 19:20:00,2018-11-12 21:37:00,2018-11-12 21:31:00,0,NA,650,"Thursday",-300,-360
"706",2017-11-25,"AA",1140,12953,11298,74,2018-11-12 18:05:00,2018-11-12 17:57:00,2018-11-12 21:28:00,2018-11-12 20:35:00,0,NA,1389,"Saturday",-480,-3180
"707",2017-10-19,"WN",4733,12889,10279,74,2018-11-12 11:25:00,2018-11-12 11:41:00,2018-11-12 15:25:00,2018-11-12 15:42:00,0,NA,758,"Thursday",960,1020
"708",2017-11-01,"WN",6489,10423,15016,64,2018-11-12 12:55:00,2018-11-12 12:52:00,2018-11-12 14:50:00,2018-11-12 14:40:00,0,NA,721,"Wednesday",-180,-600
"709",2017-11-09,"B6",834,14771,10721,13,2018-11-12 20:30:00,2018-11-12 20:50:00,2018-11-12 04:55:00,2018-11-12 04:53:00,0,NA,2704,"Thursday",1200,-120
"710",2017-12-28,"DL",1570,15016,10397,34,2018-11-12 11:04:00,2018-11-12 11:00:00,2018-11-12 13:44:00,2018-11-12 13:17:00,0,NA,484,"Thursday",-240,-1620
"711",2017-10-31,"WN",970,14679,14107,81,2018-11-12 19:05:00,2018-11-12 19:01:00,2018-11-12 20:15:00,2018-11-12 20:06:00,0,NA,304,"Tuesday",-240,-540
"712",2017-11-05,"WN",5567,10397,13487,63,2018-11-12 16:05:00,2018-11-12 17:08:00,2018-11-12 17:45:00,2018-11-12 19:02:00,0,NA,907,"Sunday",3780,4620
"713",2017-11-20,"OO",2983,13198,13930,41,2018-11-12 19:14:00,2018-11-12 19:06:00,2018-11-12 20:55:00,2018-11-12 20:49:00,0,NA,403,"Monday",-480,-360
"714",2017-10-23,"DL",2046,14107,10397,34,2018-11-12 16:22:00,2018-11-12 16:15:00,2018-11-12 22:52:00,2018-11-12 22:58:00,0,NA,1587,"Monday",-420,360
"715",2017-12-30,"WN",2640,12339,14107,81,2018-11-12 08:50:00,2018-11-12 09:25:00,2018-11-12 10:55:00,2018-11-12 11:41:00,0,NA,1488,"Saturday",2100,2760
"716",2017-12-14,"AA",320,11278,12478,22,2018-11-12 17:25:00,2018-11-12 18:21:00,2018-11-12 19:00:00,2018-11-12 20:03:00,0,NA,213,"Thursday",3360,3780
"717",2017-11-28,"DL",1347,12892,13487,63,2018-11-12 13:10:00,2018-11-12 13:06:00,2018-11-12 18:54:00,2018-11-12 18:42:00,0,NA,1535,"Tuesday",-240,-720
"718",2017-12-01,"AS",64,15841,12819,1,2018-11-12 16:23:00,2018-11-12 15:59:00,2018-11-12 16:56:00,2018-11-12 16:26:00,0,NA,82,"Friday",-1440,-1800
"719",2017-10-31,"EV",4367,12266,13198,64,2018-11-12 08:43:00,2018-11-12 08:42:00,2018-11-12 10:49:00,2018-11-12 10:35:00,0,NA,643,"Tuesday",-60,-840
"720",2017-11-11,"WN",2134,14679,14893,91,2018-11-12 17:00:00,2018-11-12 16:55:00,2018-11-12 18:35:00,2018-11-12 18:18:00,0,NA,480,"Saturday",-300,-1020
"721",2017-11-25,"OO",5109,11076,13930,41,2018-11-12 06:10:00,2018-11-12 05:59:00,2018-11-12 06:50:00,2018-11-12 06:40:00,0,NA,359,"Saturday",-660,-600
"722",2017-12-26,"AA",1201,13930,11618,21,2018-11-12 18:40:00,2018-11-12 18:41:00,2018-11-12 21:48:00,2018-11-12 21:41:00,0,NA,719,"Tuesday",60,-420
"723",2017-12-17,"OO",4278,14711,11433,43,2018-11-12 17:26:00,2018-11-12 17:26:00,2018-11-12 18:58:00,2018-11-12 18:56:00,0,NA,301,"Sunday",0,-120
"724",2017-11-18,"AS",477,14689,14747,93,2018-11-12 15:00:00,2018-11-12 14:52:00,2018-11-12 17:30:00,2018-11-12 17:17:00,0,NA,908,"Saturday",-480,-780
